KODJAZ;TYPVAZ;AKRCIS1;KODCIS1;CHODNOTA1;TEXT1;AKRCIS2;KODCIS2;CHODNOTA2;TEXT2
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3093";"Pardubický kraj";"OKRES_NUTS";101;"40622";"Pardubice"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3093";"Pardubický kraj";"OKRES_NUTS";101;"40631";"Svitavy"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3093";"Pardubický kraj";"OKRES_NUTS";101;"40649";"Ústí nad Orlicí"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3107";"Kraj Vysoèina";"OKRES_NUTS";101;"40657";"Havlíèkùv Brod"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3107";"Kraj Vysoèina";"OKRES_NUTS";101;"40665";"Jihlava"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3107";"Kraj Vysoèina";"OKRES_NUTS";101;"40673";"Pelhøimov"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3107";"Kraj Vysoèina";"OKRES_NUTS";101;"40681";"Tøebíè"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3107";"Kraj Vysoèina";"OKRES_NUTS";101;"40690";"Žïár nad Sázavou"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40703";"Blansko"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40711";"Brno-mìsto"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40720";"Brno-venkov"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40738";"Bøeclav"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40746";"Hodonín"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40754";"Vyškov"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3115";"Jihomoravský kraj";"OKRES_NUTS";101;"40762";"Znojmo"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3123";"Olomoucký kraj";"OKRES_NUTS";101;"40771";"Jeseník"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3123";"Olomoucký kraj";"OKRES_NUTS";101;"40789";"Olomouc"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3123";"Olomoucký kraj";"OKRES_NUTS";101;"40797";"Prostìjov"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3123";"Olomoucký kraj";"OKRES_NUTS";101;"40801";"Pøerov"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3123";"Olomoucký kraj";"OKRES_NUTS";101;"40819";"Šumperk"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3131";"Zlínský kraj";"OKRES_NUTS";101;"40827";"Kromìøíž"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3131";"Zlínský kraj";"OKRES_NUTS";101;"40835";"Uherské Hradištì"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3131";"Zlínský kraj";"OKRES_NUTS";101;"40843";"Vsetín"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3131";"Zlínský kraj";"OKRES_NUTS";101;"40851";"Zlín"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40860";"Bruntál"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40878";"Frýdek-Místek"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40886";"Karviná"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40894";"Nový Jièín"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40908";"Opava"
"CS";"Editaèní vazba";"KRAJ_NUTS";100;"3140";"Moravskoslezský kraj";"OKRES_NUTS";101;"40916";"Ostrava-mìsto"

